source,target,Fisher_Z
Rolandic_Oper_L,Parietal_Inf_L,0.548
Cingulum_Mid_R,Angular_R,0.5479
Lingual_R,Fusiform_R,0.5479
Frontal_Inf_Oper_L,Insula_R,0.5478
Cingulum_Mid_L,Angular_L,0.5456
Caudate_R,Putamen_L,0.5455
Cingulum_Post_R,Cuneus_L,0.5454
Cingulum_Mid_L,Angular_R,0.5452
Frontal_Inf_Oper_L,SupraMarginal_L,0.5448
Postcentral_R,Angular_L,0.5425
Cingulum_Mid_R,SupraMarginal_L,0.5424
Frontal_Mid_R,Caudate_L,0.5424
Rolandic_Oper_L,Calcarine_R,0.542
Frontal_Sup_R,Frontal_Inf_Oper_L,0.542
Frontal_Sup_L,SupraMarginal_R,0.5419
Frontal_Sup_Medial_L,Putamen_L,0.5416
Frontal_Inf_Oper_R,Paracentral_Lobule_R,0.5415
Frontal_Sup_Medial_L,Insula_R,0.5415
Insula_L,Postcentral_R,0.5404
Frontal_Inf_Tri_R,Supp_Motor_Area_R,0.5402
Frontal_Inf_Oper_L,Supp_Motor_Area_R,0.5401
Frontal_Sup_R,Insula_L,0.5396
Frontal_Inf_Tri_L,Cingulum_Mid_R,0.5393
Cingulum_Mid_R,Caudate_R,0.5392
Postcentral_L,Putamen_L,0.5392
Insula_L,SupraMarginal_L,0.5389
Cuneus_R,Occipital_Mid_L,0.5385
Cingulum_Ant_R,Caudate_R,0.5382
Precentral_R,Angular_L,0.5376
Frontal_Inf_Tri_R,Cingulum_Post_L,0.5374
Frontal_Sup_L,Frontal_Inf_Tri_R,0.5371
Occipital_Sup_L,Angular_R,0.5363
Parietal_Sup_R,Angular_L,0.5362
Angular_L,Angular_R,0.5361
Frontal_Inf_Tri_R,Supp_Motor_Area_L,0.536
Caudate_L,Putamen_R,0.5357
Insula_R,Cingulum_Mid_R,0.5355
Supp_Motor_Area_L,Insula_L,0.5353
Cingulum_Post_R,Calcarine_L,0.5351
Insula_R,Cingulum_Mid_L,0.5342
Cingulum_Post_R,Caudate_L,0.5338
Cerebelum_3_L,Cerebelum_4_5_L,0.5337
Rolandic_Oper_R,Cingulum_Ant_R,0.5336
Precuneus_R,Thalamus_R,0.5327
Frontal_Sup_R,Frontal_Inf_Tri_R,0.532
Frontal_Inf_Oper_L,Caudate_R,0.5314
Precentral_L,Angular_L,0.5311
Frontal_Inf_Oper_R,Rolandic_Oper_L,0.531
Calcarine_L,Vermis_4_5,0.5308
Hippocampus_R,Thalamus_L,0.5307
Cuneus_L,Angular_L,0.5306
Cingulum_Ant_L,Cingulum_Mid_L,0.5296
Calcarine_R,Precuneus_R,0.5288
Cuneus_R,Angular_R,0.5286
Frontal_Mid_L,SupraMarginal_R,0.5283
Cingulum_Post_L,Caudate_L,0.5276
Postcentral_L,Thalamus_L,0.5268
Rolandic_Oper_R,Postcentral_R,0.5257
Frontal_Inf_Oper_L,Precuneus_R,0.5256
Rolandic_Oper_R,Temporal_Sup_R,0.5245
Frontal_Inf_Oper_L,Precuneus_L,0.5245
Frontal_Inf_Tri_L,Cingulum_Mid_L,0.5242
Frontal_Inf_Tri_L,Caudate_R,0.5242
Frontal_Sup_Medial_R,SupraMarginal_R,0.5234
Insula_L,Vermis_4_5,0.5225
Caudate_R,Thalamus_L,0.5223
Putamen_R,Thalamus_L,0.5222
Putamen_R,Pallidum_R,0.5216
Frontal_Mid_L,Parietal_Sup_R,0.5214
Frontal_Sup_R,Insula_R,0.521
Precentral_L,Angular_R,0.5207
Frontal_Sup_L,Insula_L,0.5206
Frontal_Mid_L,Insula_L,0.52
Supp_Motor_Area_R,Angular_R,0.5192
Supp_Motor_Area_R,Caudate_L,0.5191
Frontal_Sup_Orb_L,Frontal_Med_Orb_R,0.519
Rolandic_Oper_R,Cingulum_Ant_L,0.5186
Supp_Motor_Area_L,Caudate_L,0.5185
Insula_L,Cingulum_Post_R,0.5179
Supp_Motor_Area_R,SupraMarginal_L,0.5178
Insula_L,Calcarine_L,0.5178
Parietal_Inf_R,Angular_L,0.5177
Frontal_Inf_Oper_R,Angular_R,0.5173
Occipital_Sup_R,Occipital_Mid_R,0.5169
Frontal_Sup_Medial_L,Cuneus_L,0.5156
Insula_R,Cingulum_Post_L,0.5154
Parietal_Sup_L,SupraMarginal_L,0.514
Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,0.5139
Frontal_Mid_L,SupraMarginal_L,0.5138
Rolandic_Oper_L,Postcentral_R,0.5137
Frontal_Sup_Medial_L,Caudate_R,0.5136
Frontal_Mid_R,Insula_L,0.5135
Occipital_Sup_L,Precuneus_R,0.5132
Supp_Motor_Area_L,Caudate_R,0.513
Cingulum_Ant_R,Putamen_R,0.5127
Frontal_Inf_Tri_L,Caudate_L,0.5123
Frontal_Inf_Tri_R,SupraMarginal_R,0.5122
Rolandic_Oper_L,Cingulum_Ant_R,0.5122
Supp_Motor_Area_R,Caudate_R,0.5119
Insula_L,Lingual_R,0.5117
Insula_L,Temporal_Pole_Sup_L,0.5112
Supp_Motor_Area_L,Thalamus_L,0.5107
Frontal_Inf_Tri_L,Cingulum_Post_R,0.5107
Frontal_Sup_Medial_R,Cuneus_L,0.5104
Insula_L,Parietal_Inf_L,0.5102
Frontal_Inf_Orb_R,Insula_R,0.5098
Cingulum_Ant_L,Caudate_R,0.5097
SupraMarginal_L,SupraMarginal_R,0.5093
Insula_L,Cingulum_Post_L,0.5088
Calcarine_R,Occipital_Sup_L,0.5087
Cingulum_Ant_L,Putamen_R,0.5086
Precentral_R,Cingulum_Ant_L,0.5084
Cingulum_Ant_L,Cingulum_Post_R,0.5081
Frontal_Sup_Medial_R,Parietal_Inf_L,0.5081
Rolandic_Oper_R,Frontal_Sup_Medial_R,0.508
Frontal_Sup_L,Cingulum_Ant_L,0.507
Insula_R,Calcarine_L,0.5066
Precentral_L,Insula_R,0.5064
Cingulum_Mid_L,Caudate_R,0.5063
Frontal_Inf_Tri_L,Cingulum_Post_L,0.5061
Frontal_Sup_Medial_R,Caudate_R,0.5059
Frontal_Sup_R,Frontal_Inf_Tri_L,0.5058
Cingulum_Post_R,SupraMarginal_L,0.5057
Rolandic_Oper_L,Frontal_Sup_Medial_L,0.5057
Supp_Motor_Area_R,Insula_L,0.5054
Hippocampus_L,Thalamus_R,0.5049
Caudate_L,Thalamus_R,0.5039
Calcarine_R,Postcentral_L,0.5031
Postcentral_R,Caudate_L,0.503
Angular_R,Temporal_Sup_R,0.5027
Frontal_Mid_L,Caudate_L,0.5025
Supp_Motor_Area_L,Angular_R,0.5016
Rolandic_Oper_L,Thalamus_L,0.5011
Frontal_Sup_Medial_L,Parietal_Sup_L,0.5011
Cerebelum_4_5_L,Cerebelum_4_5_R,0.5011
Lingual_R,Vermis_3,0.5005
Rolandic_Oper_L,Caudate_R,0.5002
Insula_R,Lingual_R,0.4998
Cingulum_Post_L,Cuneus_R,0.4996
Caudate_L,Thalamus_L,0.4993
Cerebelum_3_L,Vermis_3,0.4991
Cingulum_Ant_R,Cingulum_Mid_R,0.4991
Frontal_Sup_Medial_R,Calcarine_R,0.499
Angular_R,Paracentral_Lobule_L,0.4987
Frontal_Sup_Medial_L,Parietal_Inf_R,0.4985
Precuneus_L,Thalamus_L,0.4984
Frontal_Sup_Medial_L,SupraMarginal_R,0.4981
Cuneus_L,Postcentral_L,0.4981
Frontal_Inf_Oper_R,Cuneus_L,0.4978
Rolandic_Oper_L,Calcarine_L,0.4973
Hippocampus_L,Parietal_Inf_L,0.4963
Calcarine_R,Occipital_Mid_L,0.4963
Frontal_Sup_Orb_L,Frontal_Mid_Orb_R,0.4959
Frontal_Sup_Medial_R,Calcarine_L,0.4959
Supp_Motor_Area_L,Angular_L,0.4958
Cuneus_R,Angular_L,0.4948
Frontal_Sup_R,Angular_R,0.4942
Frontal_Inf_Oper_R,Calcarine_R,0.4942
Frontal_Sup_R,Cuneus_L,0.4939
Frontal_Inf_Tri_L,Supp_Motor_Area_R,0.4933
Putamen_L,Temporal_Sup_L,0.493
Frontal_Inf_Tri_R,Precuneus_L,0.4927
Frontal_Inf_Orb_L,Insula_L,0.4913
Cingulum_Post_R,Lingual_R,0.4912
Frontal_Sup_Medial_L,Calcarine_R,0.4912
Putamen_L,Thalamus_L,0.4907
Rolandic_Oper_R,Calcarine_R,0.4905
Insula_R,Temporal_Sup_L,0.4904
Rolandic_Oper_L,Supp_Motor_Area_L,0.4899
Frontal_Inf_Tri_L,Cingulum_Ant_R,0.4898
Precuneus_R,Caudate_L,0.4888
Frontal_Sup_R,Calcarine_R,0.4887
Supp_Motor_Area_R,Thalamus_L,0.4887
Frontal_Sup_Orb_R,Frontal_Mid_Orb_R,0.4886
Cerebelum_4_5_L,Vermis_3,0.4885
Frontal_Inf_Tri_R,Precuneus_R,0.4882
Cingulum_Post_R,Putamen_L,0.4878
Frontal_Mid_R,SupraMarginal_L,0.4877
Fusiform_R,Cerebelum_4_5_L,0.4875
Calcarine_R,Postcentral_R,0.4875
Frontal_Sup_Medial_R,Parietal_Sup_L,0.4872
Frontal_Sup_R,Caudate_R,0.4872
Frontal_Inf_Tri_L,SupraMarginal_L,0.4868
Calcarine_R,Angular_L,0.4864
Caudate_R,Thalamus_R,0.4864
Precentral_R,Rolandic_Oper_L,0.486
Calcarine_L,Occipital_Mid_L,0.4854
Occipital_Sup_L,Precuneus_L,0.4852
Insula_R,Cingulum_Post_R,0.4848
Insula_R,Vermis_4_5,0.4845
Cingulum_Mid_R,Cuneus_L,0.4843
Calcarine_R,Occipital_Sup_R,0.4833
Lingual_R,Putamen_L,0.4832
Frontal_Sup_L,Caudate_L,0.4832
SupraMarginal_L,Paracentral_Lobule_L,0.4832
Rolandic_Oper_L,Caudate_L,0.4828
Temporal_Sup_R,Temporal_Mid_R,0.4828
Calcarine_R,Precuneus_L,0.4824
SupraMarginal_R,Caudate_L,0.4823
Frontal_Sup_Medial_L,Calcarine_L,0.4822
Cerebelum_4_5_R,Vermis_3,0.4821
Angular_R,Paracentral_Lobule_R,0.482
Precuneus_L,Thalamus_R,0.482
Cingulum_Mid_L,Calcarine_R,0.4819
Frontal_Inf_Tri_L,Parietal_Inf_L,0.4818
Calcarine_R,Putamen_L,0.4812
ParaHippocampal_L,Fusiform_L,0.481
Cingulum_Ant_R,Caudate_L,0.4807
Cingulum_Ant_R,Calcarine_R,0.4807
Supp_Motor_Area_L,Thalamus_R,0.4802
Postcentral_L,Caudate_R,0.4801
Cuneus_L,Postcentral_R,0.4794
Putamen_R,Thalamus_R,0.4794
Precuneus_L,Caudate_L,0.4793
Frontal_Inf_Oper_L,Angular_L,0.4791
Frontal_Mid_R,Cingulum_Ant_L,0.479
Precentral_L,Caudate_R,0.479
Insula_R,Precuneus_R,0.4789
Frontal_Sup_Medial_R,Parietal_Inf_R,0.4788
Frontal_Sup_R,Calcarine_L,0.4784
Insula_R,Thalamus_L,0.4784
Frontal_Sup_L,SupraMarginal_L,0.4781
Frontal_Sup_Medial_L,Angular_R,0.478
Cingulum_Mid_L,Cuneus_L,0.478
Supp_Motor_Area_R,Thalamus_R,0.478
Occipital_Sup_R,Occipital_Mid_L,0.4779
Insula_R,Heschl_R,0.477
Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,0.4767
Precentral_L,Cingulum_Ant_L,0.4764
Cerebelum_3_R,Cerebelum_4_5_R,0.4763
Insula_R,Parietal_Inf_R,0.4762
Precentral_R,Caudate_R,0.4759
Rolandic_Oper_L,Lingual_R,0.4759
Cingulum_Mid_R,Calcarine_R,0.4759
Precentral_R,Thalamus_R,0.4757
Cuneus_L,Parietal_Sup_L,0.4756
Putamen_R,Temporal_Sup_L,0.4747
Supp_Motor_Area_L,Cingulum_Ant_L,0.4747
Precentral_R,Putamen_L,0.4745
Cingulum_Ant_L,Cingulum_Post_L,0.4742
Rolandic_Oper_R,Vermis_4_5,0.4735
Calcarine_R,Parietal_Inf_L,0.4733
Cingulum_Post_L,Putamen_L,0.473
Precentral_R,Cuneus_L,0.4729
Supp_Motor_Area_R,Angular_L,0.4724
Supp_Motor_Area_L,Insula_R,0.4719
Precentral_R,Cingulum_Ant_R,0.4714
Frontal_Sup_L,Caudate_R,0.471
Occipital_Sup_R,Precuneus_R,0.471
Hippocampus_R,Lingual_R,0.4708
Frontal_Mid_R,Caudate_R,0.4705
Frontal_Inf_Oper_R,Calcarine_L,0.4705
Precentral_R,Thalamus_L,0.4703
Putamen_L,Vermis_4_5,0.4701
Frontal_Inf_Oper_L,Paracentral_Lobule_L,0.4699
Postcentral_R,Thalamus_L,0.4698
Calcarine_L,Precuneus_R,0.4696
Frontal_Sup_L,Angular_R,0.4696
Frontal_Inf_Oper_R,Caudate_R,0.4695
Cingulum_Post_L,Occipital_Sup_L,0.4692
Occipital_Mid_L,Temporal_Mid_L,0.4691
Precentral_L,Putamen_L,0.4687
Postcentral_R,Caudate_R,0.4686
Frontal_Inf_Oper_R,Putamen_R,0.4685
Cingulum_Mid_L,Putamen_L,0.4684
Frontal_Sup_R,Angular_L,0.4682
Cingulum_Ant_R,Cingulum_Post_R,0.4682
Rolandic_Oper_R,Caudate_R,0.4682
Frontal_Inf_Tri_L,Postcentral_R,0.4682
Frontal_Sup_R,SupraMarginal_L,0.4681
Insula_L,Thalamus_L,0.4679
Frontal_Inf_Tri_L,Cingulum_Ant_L,0.4679
Angular_L,Temporal_Mid_L,0.4679
Parietal_Inf_R,SupraMarginal_L,0.4679
Calcarine_L,Postcentral_R,0.4676
Occipital_Sup_L,Parietal_Inf_L,0.4675
Cingulum_Ant_L,Postcentral_L,0.4672
Supp_Motor_Area_R,Cuneus_L,0.4671
Rolandic_Oper_L,Frontal_Sup_Medial_R,0.4663
Frontal_Inf_Tri_L,Insula_R,0.4659
Cingulum_Ant_R,Calcarine_L,0.4657
Hippocampus_R,Temporal_Sup_R,0.4656
Fusiform_R,Cerebelum_4_5_R,0.4656
Calcarine_L,Angular_R,0.4656
Thalamus_L,Heschl_L,0.4656
Cuneus_L,SupraMarginal_R,0.4655
Frontal_Inf_Tri_L,Putamen_L,0.4653
Cuneus_L,Parietal_Inf_L,0.4652
Insula_L,Lingual_L,0.465
Cingulum_Post_L,Lingual_L,0.4648
Frontal_Sup_L,Cingulum_Ant_R,0.4645
Rolandic_Oper_L,Cingulum_Mid_L,0.4645
Supp_Motor_Area_R,Insula_R,0.4643
Insula_L,Precuneus_R,0.4643
Postcentral_L,Thalamus_R,0.4641
Frontal_Mid_R,Angular_R,0.464
Rolandic_Oper_L,Lingual_L,0.4639
SupraMarginal_L,Heschl_L,0.4628
Calcarine_L,Angular_L,0.4628
Frontal_Mid_R,Angular_L,0.4626
Calcarine_L,Occipital_Sup_R,0.4625
Cingulum_Ant_L,Calcarine_R,0.4623
Frontal_Mid_R,Insula_R,0.4615
Insula_R,Temporal_Sup_R,0.4614
Thalamus_L,Temporal_Sup_L,0.4614
Frontal_Sup_R,Caudate_L,0.4613
Cingulum_Post_L,Hippocampus_L,0.4613
Parietal_Inf_L,Caudate_L,0.4613
Precentral_L,Rolandic_Oper_L,0.4612
Insula_L,SupraMarginal_R,0.4609
Rolandic_Oper_L,Vermis_4_5,0.4608
Precentral_L,Cuneus_L,0.4607
Insula_L,Paracentral_Lobule_L,0.4604
Supp_Motor_Area_R,Cingulum_Ant_L,0.4595
Cingulum_Post_L,Lingual_R,0.4594
Parietal_Sup_L,Thalamus_L,0.4593
Calcarine_L,Precuneus_L,0.4589
Frontal_Sup_L,Angular_L,0.4584
Cingulum_Mid_R,Putamen_L,0.4581
Rolandic_Oper_L,Cuneus_L,0.4577
Rolandic_Oper_L,Cingulum_Mid_R,0.4577
Cingulum_Ant_R,Cingulum_Post_L,0.4564
Insula_R,Precuneus_L,0.4563
Rolandic_Oper_L,Cingulum_Post_L,0.4562
Frontal_Sup_Medial_R,Angular_R,0.4553
Rolandic_Oper_R,Temporal_Sup_L,0.4552
Frontal_Inf_Oper_R,Rolandic_Oper_R,0.4543
Occipital_Sup_R,Angular_L,0.4543
Rolandic_Oper_R,Lingual_R,0.4541
Rolandic_Oper_L,SupraMarginal_R,0.4541
Rolandic_Oper_R,Calcarine_L,0.4539
Cingulum_Post_R,Lingual_L,0.4535
SupraMarginal_R,Angular_L,0.4533
Hippocampus_R,Precuneus_R,0.4531
Angular_L,Paracentral_Lobule_L,0.453
Frontal_Inf_Tri_R,Caudate_R,0.4527
Frontal_Sup_L,Cuneus_L,0.452
Rolandic_Oper_L,Cingulum_Post_R,0.4516
Hippocampus_L,SupraMarginal_L,0.4508
Precentral_L,Thalamus_R,0.4507
Frontal_Sup_Medial_L,SupraMarginal_L,0.4506
Cingulum_Post_R,Caudate_R,0.4506
Frontal_Inf_Tri_R,Parietal_Inf_R,0.4505
Frontal_Mid_L,Cingulum_Ant_L,0.4504
Frontal_Inf_Tri_L,Precuneus_L,0.4503
Frontal_Inf_Oper_L,Putamen_R,0.4503
Insula_L,Precuneus_L,0.4501
Cingulum_Post_R,Vermis_4_5,0.4499
Calcarine_L,Putamen_L,0.4497
Insula_L,Cuneus_L,0.4497
Cingulum_Ant_L,Postcentral_R,0.4493
Frontal_Inf_Tri_L,Rolandic_Oper_L,0.4492
Frontal_Sup_Orb_R,Frontal_Med_Orb_L,0.4491
SupraMarginal_L,Caudate_L,0.4485
Occipital_Sup_L,Parietal_Sup_L,0.4485
Frontal_Inf_Oper_L,Calcarine_R,0.4485
Supp_Motor_Area_R,Calcarine_R,0.4485
Cuneus_R,Precuneus_L,0.4485
Cingulum_Mid_R,Calcarine_L,0.4483
Frontal_Inf_Tri_R,Putamen_L,0.4482
Frontal_Sup_L,Calcarine_R,0.448
Insula_R,Lingual_L,0.448
Cingulum_Post_R,Cuneus_R,0.4479
Insula_R,Thalamus_R,0.4478
Hippocampus_L,Precuneus_R,0.4477
Precentral_R,Calcarine_L,0.447
Rolandic_Oper_L,Supp_Motor_Area_R,0.4469
Frontal_Inf_Tri_L,Precuneus_R,0.4468
Frontal_Sup_Medial_R,Cuneus_R,0.4467
Frontal_Inf_Oper_L,Cuneus_L,0.4466
Precentral_R,Calcarine_R,0.4464
Insula_R,Pallidum_L,0.4463
ParaHippocampal_L,Lingual_L,0.4463
Cingulum_Ant_R,Cingulum_Mid_L,0.4462
Frontal_Mid_L,Caudate_R,0.4462
Insula_L,Pallidum_L,0.4462
Parietal_Inf_L,Putamen_L,0.4459
Cingulum_Post_R,Occipital_Sup_L,0.4459
Calcarine_R,Putamen_R,0.4457
Occipital_Mid_L,Parietal_Inf_L,0.4454
Calcarine_L,Postcentral_L,0.445
Insula_L,Heschl_L,0.444
ParaHippocampal_L,Cerebelum_4_5_L,0.4436
Calcarine_R,SupraMarginal_L,0.4431
SupraMarginal_L,Putamen_L,0.4431
Supp_Motor_Area_L,Cuneus_L,0.4425
Frontal_Inf_Oper_R,Parietal_Sup_L,0.4423
Supp_Motor_Area_L,Calcarine_R,0.4418
Cingulum_Ant_R,Lingual_R,0.4418
Frontal_Sup_L,Insula_R,0.4417
Putamen_R,Heschl_L,0.4416
Cingulum_Ant_L,Calcarine_L,0.4413
Frontal_Sup_Medial_R,Angular_L,0.441
Frontal_Sup_Medial_L,Angular_L,0.4409
SupraMarginal_R,Thalamus_R,0.4404
Occipital_Sup_L,Postcentral_L,0.4404
Cuneus_L,Vermis_4_5,0.4402
Cingulum_Post_L,Caudate_R,0.4399
Cuneus_R,Parietal_Inf_L,0.4398
Precentral_L,Thalamus_L,0.4398
Cuneus_L,Lingual_R,0.4397
Cingulum_Mid_R,Cuneus_R,0.4396
Fusiform_L,Cerebelum_4_5_L,0.4389
Cingulum_Post_R,Hippocampus_R,0.4388
Frontal_Sup_R,Putamen_L,0.4384
Frontal_Inf_Oper_R,Cuneus_R,0.4382
Precuneus_R,Temporal_Sup_R,0.4382
Insula_R,Parietal_Inf_L,0.438
Frontal_Sup_R,Rolandic_Oper_R,0.438
Frontal_Inf_Oper_L,Calcarine_L,0.4378
Frontal_Inf_Oper_R,Parietal_Sup_R,0.4377
Supp_Motor_Area_R,Putamen_R,0.4377
Frontal_Mid_R,Cingulum_Ant_R,0.4374
Calcarine_L,SupraMarginal_R,0.4372
Paracentral_Lobule_L,Thalamus_L,0.4362
ParaHippocampal_R,Lingual_R,0.436
Calcarine_R,Temporal_Sup_L,0.436
Insula_R,Cuneus_L,0.4359
Rolandic_Oper_L,Precuneus_R,0.4358
ParaHippocampal_R,Fusiform_R,0.4355
SupraMarginal_R,Caudate_R,0.4354
Frontal_Inf_Tri_R,Paracentral_Lobule_L,0.4354
Calcarine_L,Parietal_Inf_L,0.4353
SupraMarginal_R,Heschl_R,0.4346
Calcarine_R,Angular_R,0.4344
Parietal_Inf_R,Caudate_L,0.4344
Frontal_Inf_Oper_R,Angular_L,0.4344
Postcentral_R,Putamen_L,0.4342
Cuneus_L,Lingual_L,0.4341
Postcentral_L,Putamen_R,0.434
Rolandic_Oper_L,Angular_L,0.4338
Frontal_Sup_Medial_R,Putamen_R,0.4336
Calcarine_L,Cerebelum_4_5_L,0.4336
Rolandic_Oper_R,Caudate_L,0.4336
Fusiform_R,Vermis_4_5,0.4332
Angular_L,Thalamus_L,0.4331
Lingual_L,Fusiform_R,0.4329
Frontal_Mid_L,Angular_R,0.4329
Rolandic_Oper_R,Lingual_L,0.4319
Frontal_Sup_R,Cuneus_R,0.4319
Insula_R,Cuneus_R,0.4316
Calcarine_L,Temporal_Sup_R,0.4312
Lingual_L,Vermis_3,0.4305
Lingual_R,Thalamus_L,0.4303
Pallidum_L,Temporal_Sup_L,0.4302
Calcarine_R,Cerebelum_4_5_L,0.4296
Frontal_Sup_L,Calcarine_L,0.4293
Frontal_Inf_Oper_L,Paracentral_Lobule_R,0.429
Frontal_Sup_Medial_R,Occipital_Mid_L,0.4289
Cuneus_L,Temporal_Mid_L,0.4288
Parietal_Inf_L,Temporal_Sup_L,0.4284
Temporal_Sup_L,Temporal_Sup_R,0.4281
Rolandic_Oper_L,Pallidum_L,0.4279
Cingulum_Post_L,Occipital_Mid_L,0.4279
Cingulum_Post_L,Vermis_4_5,0.4278
Supp_Motor_Area_R,Calcarine_L,0.4277
Cingulum_Mid_L,Calcarine_L,0.4277
Rolandic_Oper_R,Temporal_Pole_Sup_R,0.4276
Supp_Motor_Area_R,Cingulum_Ant_R,0.4274
Precentral_L,Cingulum_Ant_R,0.4274
Rolandic_Oper_L,Paracentral_Lobule_L,0.4271
Rolandic_Oper_R,Postcentral_L,0.427
SupraMarginal_L,Paracentral_Lobule_R,0.4269
Frontal_Inf_Tri_R,Angular_R,0.4268
Precentral_R,Rolandic_Oper_R,0.4268
Frontal_Sup_R,Rolandic_Oper_L,0.4267
Frontal_Inf_Oper_L,Parietal_Inf_R,0.4264
Hippocampus_R,Vermis_4_5,0.4263
Insula_R,Angular_R,0.4263
Rolandic_Oper_L,Temporal_Pole_Sup_L,0.4263
Parietal_Inf_L,Thalamus_R,0.4261
Cingulum_Ant_L,Precuneus_L,0.426
Frontal_Mid_R,Putamen_L,0.4259
Frontal_Inf_Oper_R,SupraMarginal_L,0.4259
Precentral_L,Calcarine_R,0.4255
Hippocampus_R,Precuneus_L,0.4253
Cuneus_R,Postcentral_L,0.4251
Lingual_L,Putamen_L,0.4247
Putamen_R,Pallidum_L,0.4246
Frontal_Sup_Medial_L,Parietal_Sup_R,0.4243
Frontal_Inf_Tri_L,Paracentral_Lobule_L,0.4242
Frontal_Inf_Oper_L,Parietal_Sup_L,0.4241
Frontal_Mid_L,Angular_L,0.424
Cingulum_Ant_L,Vermis_4_5,0.424
Frontal_Inf_Oper_R,Occipital_Sup_L,0.4239
Precentral_R,Putamen_R,0.4238
Cingulum_Ant_L,Precuneus_R,0.4238
Cuneus_R,Temporal_Mid_L,0.4238
Angular_L,Paracentral_Lobule_R,0.4237
Frontal_Sup_L,Rolandic_Oper_L,0.4236
Cuneus_L,Parietal_Inf_R,0.4234
Supp_Motor_Area_L,Putamen_L,0.4234
Parietal_Inf_L,Heschl_L,0.4232
Frontal_Inf_Oper_L,SupraMarginal_R,0.4223
Frontal_Inf_Tri_R,Parietal_Inf_L,0.4219
Cuneus_L,Temporal_Sup_R,0.4218
Hippocampus_L,Angular_L,0.4217
Cingulum_Mid_L,Cuneus_R,0.4216
Calcarine_R,SupraMarginal_R,0.4215
SupraMarginal_L,Caudate_R,0.4211
Insula_R,Paracentral_Lobule_R,0.4211
Cingulum_Mid_R,Putamen_R,0.421
Calcarine_R,Paracentral_Lobule_L,0.421
Cingulum_Ant_R,Postcentral_R,0.4204
Supp_Motor_Area_L,Putamen_R,0.4202
Occipital_Mid_L,Angular_R,0.42
Insula_L,Parietal_Inf_R,0.4199
Rolandic_Oper_R,Frontal_Sup_Medial_L,0.4198
Frontal_Inf_Tri_R,Paracentral_Lobule_R,0.4194
Cingulum_Post_L,Putamen_R,0.4192
Insula_R,Paracentral_Lobule_L,0.4191
SupraMarginal_R,Thalamus_L,0.4186
Frontal_Sup_Medial_L,Thalamus_R,0.4182
Hippocampus_L,Postcentral_L,0.418
Frontal_Inf_Orb_R,Insula_L,0.418
Insula_R,SupraMarginal_L,0.418
Hippocampus_R,ParaHippocampal_L,0.4179
Precuneus_R,Caudate_R,0.4176
Paracentral_Lobule_L,Caudate_L,0.4175
Frontal_Sup_Medial_R,Occipital_Sup_L,0.4175
Postcentral_L,Temporal_Sup_L,0.4174
Frontal_Mid_L,Insula_R,0.4174
Frontal_Mid_R,Cuneus_L,0.4168
Insula_L,Occipital_Mid_L,0.4168
Insula_L,Paracentral_Lobule_R,0.4166
Cingulum_Ant_L,Lingual_R,0.4161
Frontal_Inf_Orb_R,Rolandic_Oper_R,0.4161
Hippocampus_L,Temporal_Mid_L,0.4161
Thalamus_L,Heschl_R,0.4161
Cuneus_R,Temporal_Sup_R,0.416
Frontal_Sup_R,Lingual_L,0.4159
Frontal_Inf_Oper_L,Occipital_Mid_L,0.4155
Cingulum_Ant_L,Paracentral_Lobule_L,0.4154
Cingulum_Mid_L,Putamen_R,0.4152
Cingulum_Post_L,Hippocampus_R,0.4149
Caudate_R,Temporal_Sup_L,0.4147
SupraMarginal_R,Putamen_R,0.4138
Frontal_Inf_Oper_R,Thalamus_R,0.4137
Insula_L,Cuneus_R,0.4136
Hippocampus_R,SupraMarginal_R,0.4134
Frontal_Sup_Medial_L,Occipital_Sup_L,0.4134
Putamen_L,Thalamus_R,0.4133
Lingual_L,SupraMarginal_L,0.4133
Frontal_Inf_Tri_R,Cuneus_L,0.413
Postcentral_R,Thalamus_R,0.4126
Hippocampus_R,Calcarine_R,0.4125
Cuneus_L,Paracentral_Lobule_L,0.4123
Temporal_Sup_L,Temporal_Pole_Sup_L,0.4123
Postcentral_R,Putamen_R,0.4122
Lingual_L,Occipital_Mid_L,0.4119
Lingual_L,Temporal_Sup_L,0.4119
Lingual_L,Cerebelum_4_5_R,0.4118
Lingual_R,Putamen_R,0.4117
Hippocampus_L,Calcarine_R,0.4115
Occipital_Mid_L,Precuneus_R,0.4114
Occipital_Sup_R,Parietal_Inf_L,0.4114
Rolandic_Oper_R,Angular_R,0.4112
Cuneus_L,Parietal_Sup_R,0.4111
Hippocampus_L,Lingual_L,0.411
Cingulum_Ant_L,Cuneus_L,0.4108
Hippocampus_L,Precuneus_L,0.4105
Insula_L,Angular_L,0.4103
Frontal_Sup_Medial_L,Cuneus_R,0.4101
Frontal_Sup_Medial_R,Parietal_Sup_R,0.4101
Occipital_Sup_R,Parietal_Inf_R,0.4099
Parietal_Inf_R,Temporal_Sup_R,0.4094
Thalamus_R,Vermis_4_5,0.4092
Hippocampus_R,Lingual_L,0.4091
Angular_L,Temporal_Sup_L,0.4091
Calcarine_R,Temporal_Mid_L,0.409
SupraMarginal_R,Vermis_4_5,0.409
